CustomerID,Age,AnnualIncome,PurchaseFrequency,AvgOrderValue,TotalSpend,RecencyDays,TenureMonths,DiscountAffinity,NumReturns,SatisfactionScore,Gender,Region,PreferredCategory,PreferredChannel,Segment,SegmentName
CUST00223,39,36510.89,4,27.37,109.47,65,21,0.622,0,2,Female,South,Groceries,In-Store,2,Budget Shoppers
CUST00224,54,74030.85,29,147.44,4275.78,5,81,0.215,1,3,Male,East,Sports,Online,0,High-Value Loyalists
CUST00225,36,40211.83,3,19.49,58.47,25,19,0.739,0,3,Male,South,Books,In-Store,2,Budget Shoppers
CUST00226,50,37139.07,10,20.07,200.66,83,20,0.815,0,4,Female,Central,Groceries,In-Store,2,Budget Shoppers
CUST00227,25,39663.75,13,27.24,354.09,45,18,0.63,2,4,Female,South,Fashion,Mobile App,1,Young Trend Seekers
CUST00228,42,87815.34,30,132.81,3984.22,21,63,0.09,3,5,Female,North,Sports,Online,0,High-Value Loyalists
CUST00229,20,18524.8,13,30.41,395.32,7,10,0.68,0,2,Male,East,Beauty,Mobile App,1,Young Trend Seekers
CUST00230,55,41007.31,2,28.19,56.38,5,33,0.351,0,1,Male,North,Books,Online,2,Budget Shoppers
CUST00231,52,58736.86,1,27.38,27.38,108,52,0.427,0,1,Male,East,Fashion,In-Store,3,At-Risk / Occasional
CUST00232,18,45773.78,4,77.38,309.52,105,17,0.21,1,3,Female,West,Sports,Online,3,At-Risk / Occasional
CUST00233,28,56515.03,3,36.34,109.03,19,34,0.321,0,2,Other,West,Beauty,Online,3,At-Risk / Occasional
CUST00234,46,101503.59,22,136.04,2992.98,9,79,0.228,0,4,Female,Central,Electronics,Online,0,High-Value Loyalists
CUST00235,56,40806.21,6,35.17,211.02,53,30,0.802,0,3,Male,West,Groceries,In-Store,2,Budget Shoppers
CUST00236,18,65882.66,1,29.12,29.12,15,22,0.499,0,1,Female,West,Books,Online,3,At-Risk / Occasional
CUST00237,49,67813.26,30,141.82,4254.59,1,71,0.166,2,3,Male,South,Fashion,Online,0,High-Value Loyalists
CUST00238,22,49602.97,8,38.29,306.34,6,20,0.466,1,2,Male,West,Groceries,In-Store,1,Young Trend Seekers
CUST00239,54,45157.45,1,10.66,10.66,5,20,0.433,0,4,Male,East,Fashion,In-Store,2,Budget Shoppers
CUST00240,43,46717.84,6,22.81,136.86,32,35,0.82,0,5,Male,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00241,21,28854.86,10,36.95,369.52,1,7,0.566,1,4,Male,South,Fashion,Mobile App,1,Young Trend Seekers
CUST00242,28,45104.48,15,27.75,416.25,10,24,0.549,0,3,Female,South,Electronics,Mobile App,1,Young Trend Seekers
CUST00243,23,52461.15,12,25.2,302.42,14,2,0.339,1,3,Female,East,Fashion,In-Store,1,Young Trend Seekers
CUST00244,36,80192.91,18,94.51,1701.23,5,42,0.249,1,4,Female,North,Sports,Online,0,High-Value Loyalists
CUST00245,39,48377.04,9,29.29,263.58,26,16,0.36,0,2,Male,East,Groceries,In-Store,3,At-Risk / Occasional
CUST00246,27,40302.77,17,24.15,410.6,3,14,0.157,1,3,Male,North,Fashion,Online,1,Young Trend Seekers
CUST00247,25,114639.16,21,177.04,3717.9,2,30,0.226,1,5,Female,Central,Fashion,Mobile App,0,High-Value Loyalists
CUST00248,21,47078.22,20,31.97,639.4,5,25,0.456,2,2,Female,East,Electronics,In-Store,1,Young Trend Seekers
CUST00249,19,48434.61,22,36.56,804.42,15,8,0.749,1,2,Female,Central,Fashion,Online,1,Young Trend Seekers
CUST00250,25,12000.0,21,15.52,325.86,23,1,0.881,4,4,Female,North,Electronics,Mobile App,1,Young Trend Seekers
CUST00251,46,126438.6,24,134.99,3239.83,1,76,0.308,2,4,Female,Central,Fashion,Mobile App,0,High-Value Loyalists
CUST00252,35,74403.34,31,181.56,5628.28,11,70,0.093,0,5,Female,East,Electronics,Online,0,High-Value Loyalists
CUST00253,25,29399.49,16,32.09,513.46,12,31,0.403,0,2,Female,East,Beauty,Mobile App,1,Young Trend Seekers
CUST00254,43,141053.22,23,240.58,5533.28,9,76,0.283,2,5,Female,Central,Sports,Online,0,High-Value Loyalists
CUST00255,49,36660.08,5,33.98,169.88,30,50,0.826,0,4,Female,East,Groceries,In-Store,2,Budget Shoppers
CUST00256,47,79460.23,1,10.0,10.0,35,23,0.073,0,3,Male,South,Sports,In-Store,3,At-Risk / Occasional
CUST00257,23,62731.51,25,31.43,785.64,1,10,0.681,1,4,Male,Central,Fashion,Mobile App,1,Young Trend Seekers
CUST00258,44,44597.43,2,20.27,40.54,15,32,0.571,0,4,Male,West,Books,In-Store,2,Budget Shoppers
CUST00259,23,30654.84,2,54.94,109.89,9,14,0.538,1,3,Female,West,Books,In-Store,1,Young Trend Seekers
CUST00260,33,51520.33,3,26.58,79.73,55,16,0.528,0,3,Female,West,Groceries,Online,3,At-Risk / Occasional
CUST00261,33,38861.83,1,53.46,53.46,13,1,0.03,0,2,Male,East,Fashion,In-Store,3,At-Risk / Occasional
CUST00262,20,29183.52,15,21.37,320.61,8,15,0.677,0,2,Male,North,Beauty,Online,1,Young Trend Seekers
CUST00263,31,32188.49,9,28.79,259.11,85,21,0.96,0,3,Female,South,Groceries,In-Store,2,Budget Shoppers
CUST00264,30,39712.07,1,61.18,61.18,42,9,0.349,0,2,Female,West,Groceries,In-Store,3,At-Risk / Occasional
CUST00265,22,35934.27,8,40.71,325.65,10,15,0.512,1,4,Male,East,Beauty,In-Store,1,Young Trend Seekers
CUST00266,21,55001.78,2,64.29,128.58,38,26,0.576,1,3,Female,South,Beauty,Online,1,Young Trend Seekers
CUST00267,43,36296.44,1,18.23,18.23,53,35,0.194,0,2,Male,North,Groceries,Mobile App,3,At-Risk / Occasional
CUST00268,52,77372.44,1,51.59,51.59,89,22,0.604,0,1,Female,West,Fashion,In-Store,3,At-Risk / Occasional
CUST00269,33,120435.92,27,113.31,3059.44,7,45,0.169,0,5,Male,North,Electronics,In-Store,0,High-Value Loyalists
CUST00270,39,107605.33,30,50.0,1500.0,1,67,0.271,2,4,Female,South,Sports,In-Store,0,High-Value Loyalists
CUST00271,23,21507.54,13,36.41,473.27,11,12,0.691,1,5,Female,South,Fashion,Mobile App,1,Young Trend Seekers
CUST00272,21,27048.03,23,28.12,646.71,28,13,0.816,2,2,Female,North,Beauty,Online,1,Young Trend Seekers
CUST00273,27,26448.19,20,42.34,846.74,1,16,0.315,3,3,Female,West,Electronics,Mobile App,1,Young Trend Seekers
CUST00274,25,50199.56,6,29.55,177.32,1,20,0.339,2,4,Other,East,Fashion,In-Store,1,Young Trend Seekers
CUST00275,57,69235.66,1,51.23,51.23,206,4,0.208,0,3,Female,South,Electronics,Online,3,At-Risk / Occasional
CUST00276,56,74841.21,1,34.0,34.0,70,30,0.005,0,3,Male,Central,Books,Mobile App,3,At-Risk / Occasional
CUST00277,18,55332.75,1,47.44,47.44,37,10,0.571,0,3,Male,South,Beauty,In-Store,3,At-Risk / Occasional
CUST00278,52,45217.49,2,29.95,59.91,92,23,0.495,1,4,Female,East,Books,In-Store,2,Budget Shoppers
CUST00279,48,39996.96,4,42.45,169.79,53,21,0.487,0,3,Male,West,Toys,Online,2,Budget Shoppers
CUST00280,54,41367.55,2,24.83,49.65,54,17,0.451,0,3,Male,North,Electronics,In-Store,2,Budget Shoppers
CUST00281,25,12000.0,17,45.0,764.98,6,8,0.566,3,3,Male,North,Beauty,Mobile App,1,Young Trend Seekers
CUST00282,48,152831.1,26,116.52,3029.5,4,69,0.266,3,3,Female,West,Sports,Online,0,High-Value Loyalists
CUST00283,29,86407.32,17,178.12,3028.04,1,41,0.083,3,5,Female,North,Fashion,Mobile App,0,High-Value Loyalists
CUST00284,35,63411.08,6,29.15,174.9,9,3,0.936,0,3,Female,South,Groceries,Mobile App,2,Budget Shoppers
CUST00285,29,54019.88,2,39.8,79.6,163,4,0.457,0,3,Female,West,Groceries,In-Store,3,At-Risk / Occasional
CUST00286,51,39981.11,5,28.89,144.45,22,47,0.748,2,3,Female,South,Groceries,In-Store,2,Budget Shoppers
CUST00287,53,151873.08,12,174.83,2097.96,1,78,0.172,0,4,Female,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST00288,18,50702.27,2,10.0,20.0,41,14,0.031,0,3,Male,North,Books,In-Store,3,At-Risk / Occasional
CUST00289,28,93102.53,14,142.14,1989.98,2,79,0.001,0,4,Male,Central,Sports,In-Store,0,High-Value Loyalists
CUST00290,40,23654.97,1,32.88,32.88,46,42,0.307,0,4,Male,South,Books,Mobile App,2,Budget Shoppers
CUST00291,48,21983.82,1,8.67,8.67,125,30,0.635,0,2,Female,Central,Groceries,Online,3,At-Risk / Occasional
CUST00292,48,57896.8,3,28.97,86.9,77,16,0.554,0,2,Female,East,Groceries,In-Store,3,At-Risk / Occasional
CUST00293,22,44520.69,21,43.79,919.64,6,1,0.991,3,4,Female,West,Beauty,Mobile App,1,Young Trend Seekers
CUST00294,55,108758.29,22,99.75,2194.57,1,17,0.208,2,3,Female,East,Electronics,Mobile App,0,High-Value Loyalists
CUST00295,60,31103.85,4,19.49,77.98,29,36,0.65,0,3,Male,North,Groceries,Mobile App,2,Budget Shoppers
CUST00296,24,75513.48,1,10.0,10.0,7,31,0.629,0,3,Male,North,Sports,In-Store,2,Budget Shoppers
CUST00297,19,75215.75,4,34.22,136.89,8,1,0.354,0,2,Female,West,Groceries,Online,3,At-Risk / Occasional
CUST00298,60,46389.97,6,23.56,141.34,29,30,0.384,1,5,Male,West,Books,Mobile App,2,Budget Shoppers
CUST00299,70,67570.99,2,30.69,61.37,222,20,0.157,0,3,Male,East,Toys,In-Store,3,At-Risk / Occasional
CUST00300,55,42987.97,2,36.34,72.69,77,50,0.709,0,4,Female,South,Books,In-Store,2,Budget Shoppers
CUST00301,57,54408.04,8,32.07,256.58,37,31,0.635,0,3,Female,West,Groceries,Online,2,Budget Shoppers
CUST00302,33,73844.41,1,59.87,59.87,129,16,0.461,0,3,Female,South,Home & Garden,Online,3,At-Risk / Occasional
CUST00303,26,71011.74,6,25.13,150.77,12,22,0.053,0,3,Female,West,Toys,Online,3,At-Risk / Occasional
CUST00304,45,55740.25,1,69.09,69.09,365,23,0.036,0,2,Male,North,Groceries,In-Store,3,At-Risk / Occasional
CUST00305,48,61325.65,4,27.18,108.73,53,32,0.445,0,4,Male,Central,Books,In-Store,2,Budget Shoppers
CUST00306,27,49107.63,18,36.78,662.08,1,13,0.538,1,2,Female,North,Electronics,Mobile App,1,Young Trend Seekers
CUST00307,18,47149.2,1,39.85,39.85,22,18,0.27,0,3,Other,East,Electronics,Online,3,At-Risk / Occasional
CUST00308,46,70231.46,19,193.94,3684.77,1,74,0.369,0,4,Female,Central,Fashion,Online,0,High-Value Loyalists
CUST00309,31,74044.4,4,42.51,170.06,99,16,0.38,0,3,Male,North,Home & Garden,In-Store,3,At-Risk / Occasional
CUST00310,52,42145.55,8,33.03,264.24,31,24,0.477,1,4,Female,West,Home & Garden,Online,2,Budget Shoppers
CUST00311,54,89261.37,23,157.7,3627.1,29,38,0.267,0,4,Male,South,Fashion,Mobile App,0,High-Value Loyalists
CUST00312,36,57580.53,4,20.88,83.51,67,7,0.573,0,4,Female,Central,Groceries,Mobile App,2,Budget Shoppers
CUST00313,55,42680.4,7,29.58,207.04,2,18,0.753,0,5,Male,South,Home & Garden,Online,2,Budget Shoppers
CUST00314,32,42150.04,9,27.09,243.8,25,30,0.701,1,3,Female,North,Electronics,Mobile App,2,Budget Shoppers
CUST00315,23,27890.81,19,43.66,829.63,4,13,0.725,0,3,Male,South,Electronics,In-Store,1,Young Trend Seekers
CUST00316,18,30135.07,2,53.7,107.41,40,50,0.311,0,4,Male,West,Sports,Online,3,At-Risk / Occasional
CUST00317,52,94041.89,18,86.57,1558.18,6,74,0.411,1,4,Male,East,Electronics,In-Store,0,High-Value Loyalists
CUST00318,28,34942.53,7,21.03,147.18,32,50,0.472,0,2,Female,East,Groceries,In-Store,2,Budget Shoppers
CUST00319,72,47060.25,7,16.0,111.97,12,24,0.659,1,4,Female,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST00320,46,41922.11,2,37.99,75.98,6,44,0.678,1,4,Male,North,Groceries,In-Store,2,Budget Shoppers
CUST00321,40,54834.72,1,54.51,54.51,32,1,0.645,0,3,Male,North,Books,Online,2,Budget Shoppers
CUST00322,33,49584.3,4,38.06,152.23,10,33,0.467,1,3,Male,East,Groceries,Online,2,Budget Shoppers
CUST00323,41,54553.01,1,39.5,39.5,62,1,0.627,0,2,Male,South,Fashion,Mobile App,3,At-Risk / Occasional
CUST00324,63,43779.74,6,28.5,170.97,2,16,0.665,0,3,Female,North,Groceries,In-Store,2,Budget Shoppers
CUST00325,19,24492.95,19,18.85,358.06,4,13,0.519,0,5,Other,South,Beauty,Mobile App,1,Young Trend Seekers
CUST00326,47,35682.79,2,61.85,123.69,211,20,0.32,1,2,Male,East,Home & Garden,Mobile App,3,At-Risk / Occasional
CUST00327,32,31606.52,2,47.06,94.11,5,22,0.618,0,2,Other,East,Groceries,In-Store,2,Budget Shoppers
CUST00328,38,40375.63,1,51.11,51.11,285,1,0.23,0,3,Female,South,Sports,Mobile App,3,At-Risk / Occasional
CUST00329,36,94528.48,26,111.62,2902.19,3,72,0.268,2,4,Female,Central,Sports,Mobile App,0,High-Value Loyalists
CUST00330,49,61185.93,5,29.1,145.49,22,51,0.825,0,3,Male,West,Home & Garden,Online,2,Budget Shoppers
CUST00331,46,112190.72,22,112.1,2466.1,1,40,0.276,1,4,Female,West,Fashion,Mobile App,0,High-Value Loyalists
CUST00332,68,66474.59,1,58.79,58.79,95,27,0.153,0,3,Male,Central,Toys,Online,3,At-Risk / Occasional
CUST00333,64,36360.2,3,26.45,79.34,74,24,0.768,0,3,Male,North,Books,In-Store,2,Budget Shoppers
CUST00334,55,22822.46,8,24.71,197.69,37,45,0.488,0,3,Female,North,Home & Garden,In-Store,2,Budget Shoppers
CUST00335,56,46798.87,5,24.13,120.66,19,42,0.517,0,3,Male,North,Groceries,Online,2,Budget Shoppers
CUST00336,49,48556.67,5,32.04,160.18,15,39,0.792,0,2,Female,West,Groceries,Online,2,Budget Shoppers
CUST00337,25,24342.85,19,41.0,779.06,5,5,0.636,1,4,Female,West,Fashion,Mobile App,1,Young Trend Seekers
CUST00338,44,38458.56,2,69.48,138.96,27,16,0.74,0,1,Female,Central,Beauty,Online,2,Budget Shoppers
CUST00339,56,90211.71,22,170.83,3758.28,5,60,0.095,1,4,Female,North,Sports,In-Store,0,High-Value Loyalists
CUST00340,71,33495.12,6,33.15,198.92,2,21,0.674,1,3,Female,Central,Groceries,In-Store,2,Budget Shoppers
CUST00341,26,123961.69,14,148.98,2085.67,1,70,0.312,1,3,Female,North,Sports,Mobile App,0,High-Value Loyalists
CUST00342,36,85490.8,22,159.77,3514.92,10,60,0.176,3,4,Female,Central,Fashion,Mobile App,0,High-Value Loyalists
CUST00343,50,38270.49,7,20.51,143.56,101,12,0.652,0,2,Female,South,Home & Garden,Mobile App,2,Budget Shoppers
CUST00344,48,128575.93,22,145.23,3194.95,7,50,0.201,4,5,Female,East,Electronics,Online,0,High-Value Loyalists
CUST00345,38,115857.47,27,62.81,1695.84,6,52,0.139,2,5,Male,North,Fashion,In-Store,0,High-Value Loyalists
CUST00346,43,45248.87,3,34.48,103.44,9,40,0.421,1,3,Female,South,Fashion,Online,2,Budget Shoppers
CUST00347,31,40654.19,2,39.16,78.32,26,15,0.559,0,3,Male,West,Toys,Online,2,Budget Shoppers
CUST00348,36,38923.6,5,38.04,190.21,21,22,0.62,0,3,Female,West,Home & Garden,Online,2,Budget Shoppers
CUST00349,46,105908.85,21,145.85,3062.82,6,82,0.276,1,3,Male,South,Electronics,In-Store,0,High-Value Loyalists
CUST00350,73,45063.21,5,10.0,50.0,5,24,0.571,1,3,Female,West,Fashion,Mobile App,2,Budget Shoppers
CUST00351,44,50288.35,2,12.53,25.05,19,13,0.31,1,2,Female,South,Groceries,Online,3,At-Risk / Occasional
CUST00352,23,38516.49,15,25.11,376.67,21,11,0.809,2,5,Female,North,Fashion,Mobile App,1,Young Trend Seekers
CUST00353,39,66207.94,3,66.89,200.66,203,52,0.142,0,4,Male,North,Fashion,In-Store,3,At-Risk / Occasional
CUST00354,59,35913.0,4,28.86,115.43,20,25,0.466,0,5,Female,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00355,44,40050.74,4,38.32,153.27,15,30,0.545,1,3,Male,Central,Groceries,In-Store,2,Budget Shoppers
CUST00356,33,53088.51,2,52.58,105.15,54,32,0.635,0,3,Male,Central,Electronics,In-Store,2,Budget Shoppers
CUST00357,61,54977.48,3,8.52,25.55,31,40,0.679,0,3,Other,South,Groceries,In-Store,2,Budget Shoppers
CUST00358,29,24859.55,1,48.21,48.21,29,44,0.463,0,3,Female,North,Electronics,In-Store,2,Budget Shoppers
CUST00359,18,23566.36,12,14.52,174.25,8,32,0.694,0,3,Male,West,Beauty,Online,1,Young Trend Seekers
CUST00360,42,38819.37,1,26.11,26.11,72,27,0.744,0,3,Male,South,Fashion,Online,2,Budget Shoppers
CUST00361,54,99473.44,27,129.25,3489.88,11,90,0.247,2,4,Male,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST00362,37,91681.44,1,43.47,43.47,365,23,0.469,0,3,Female,North,Home & Garden,Online,3,At-Risk / Occasional
CUST00363,53,136443.11,20,50.0,1000.0,5,66,0.185,2,5,Female,West,Electronics,Online,0,High-Value Loyalists
CUST00364,45,48761.9,6,27.58,165.48,83,7,0.622,2,3,Male,West,Sports,In-Store,2,Budget Shoppers
CUST00365,27,29931.34,12,38.13,457.53,12,10,0.438,2,3,Other,South,Beauty,Mobile App,1,Young Trend Seekers
CUST00366,32,89078.72,26,144.12,3747.03,6,13,0.116,1,5,Male,North,Fashion,In-Store,0,High-Value Loyalists
CUST00367,24,19466.79,20,12.0,239.98,3,1,0.577,1,3,Female,North,Electronics,Mobile App,1,Young Trend Seekers
CUST00368,26,48297.67,24,26.65,639.65,14,34,0.282,0,3,Male,South,Beauty,Mobile App,1,Young Trend Seekers
CUST00369,30,53328.39,6,29.08,174.49,42,37,0.592,1,2,Male,East,Groceries,Mobile App,2,Budget Shoppers
CUST00370,36,56609.31,1,28.75,28.75,39,14,0.939,0,3,Female,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00371,59,30991.75,6,19.09,114.52,13,20,0.485,2,3,Female,North,Groceries,Mobile App,2,Budget Shoppers
CUST00372,54,32920.3,5,20.59,102.97,30,26,0.705,0,3,Male,East,Books,Online,2,Budget Shoppers
CUST00373,41,43383.07,3,22.21,66.63,40,22,0.486,0,3,Male,South,Groceries,Online,2,Budget Shoppers
CUST00374,46,68110.21,4,47.19,188.77,135,12,0.0,1,3,Female,Central,Electronics,In-Store,3,At-Risk / Occasional
CUST00375,62,35772.62,8,28.39,227.16,33,40,0.564,1,3,Male,North,Home & Garden,In-Store,2,Budget Shoppers
CUST00376,58,114371.12,23,188.08,4325.84,18,57,0.29,1,3,Female,West,Electronics,Mobile App,0,High-Value Loyalists
CUST00377,23,35343.13,14,39.25,549.54,1,1,0.638,3,3,Male,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00378,46,34159.26,4,33.65,134.6,8,33,0.612,2,3,Female,South,Home & Garden,Mobile App,2,Budget Shoppers
CUST00379,20,12925.16,7,47.8,334.62,33,11,1.0,0,4,Other,South,Beauty,Mobile App,1,Young Trend Seekers
CUST00380,34,109207.34,20,186.87,3737.45,2,89,0.118,1,4,Male,Central,Fashion,Mobile App,0,High-Value Loyalists
CUST00381,56,54084.03,8,28.01,224.06,39,47,0.479,0,3,Male,East,Books,In-Store,2,Budget Shoppers
CUST00382,26,39326.9,1,30.65,30.65,10,13,0.545,0,3,Male,South,Beauty,Online,2,Budget Shoppers
CUST00383,35,38475.66,1,47.87,47.87,39,35,0.137,1,1,Male,East,Fashion,Mobile App,3,At-Risk / Occasional
CUST00384,26,14932.23,10,15.88,158.82,31,10,0.519,0,3,Male,North,Beauty,In-Store,1,Young Trend Seekers
CUST00385,49,38784.91,1,62.92,62.92,23,28,0.144,0,3,Female,East,Beauty,Online,3,At-Risk / Occasional
CUST00386,30,26168.68,22,9.44,207.7,7,28,0.493,0,3,Female,South,Electronics,Mobile App,1,Young Trend Seekers
CUST00387,64,142349.24,24,124.02,2976.51,1,62,0.416,1,3,Female,East,Sports,Online,0,High-Value Loyalists
CUST00388,37,27227.58,8,29.54,236.35,8,44,0.824,0,3,Other,North,Groceries,Mobile App,2,Budget Shoppers
CUST00389,46,73858.31,3,38.98,116.94,57,47,0.24,0,3,Male,West,Books,Online,3,At-Risk / Occasional
CUST00390,20,41296.86,17,35.18,598.03,5,9,0.353,0,3,Other,South,Fashion,Mobile App,1,Young Trend Seekers
CUST00391,26,51340.38,14,34.77,486.72,23,8,0.709,0,3,Female,West,Beauty,Mobile App,1,Young Trend Seekers
CUST00392,48,108077.82,18,97.43,1753.77,1,24,0.283,1,4,Male,East,Fashion,Online,0,High-Value Loyalists
CUST00393,48,118300.45,21,158.06,3319.23,2,79,0.107,3,3,Female,East,Electronics,In-Store,0,High-Value Loyalists
CUST00394,42,45087.1,1,47.52,47.52,40,34,0.238,0,3,Male,South,Toys,Mobile App,3,At-Risk / Occasional
CUST00395,29,117156.81,24,232.99,5591.71,4,49,0.199,3,5,Male,Central,Sports,In-Store,0,High-Value Loyalists
CUST00396,26,44344.5,8,46.91,375.27,31,8,0.633,3,4,Male,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00397,22,59691.08,10,43.68,436.8,7,20,0.316,2,3,Male,West,Beauty,Online,1,Young Trend Seekers
CUST00398,41,98145.87,20,70.69,1413.7,4,98,0.29,2,5,Female,South,Sports,Mobile App,0,High-Value Loyalists
CUST00399,56,43900.24,4,36.46,145.85,24,29,0.14,1,2,Other,East,Sports,Online,3,At-Risk / Occasional
CUST00400,60,45128.42,1,59.79,59.79,129,9,0.499,0,3,Male,East,Beauty,In-Store,3,At-Risk / Occasional
CUST00401,65,51119.14,2,11.46,22.92,47,26,0.839,1,3,Male,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST00402,23,36633.33,10,64.22,642.16,12,22,0.843,1,3,Female,Central,Fashion,Mobile App,1,Young Trend Seekers
CUST00403,28,48446.09,4,54.83,219.32,34,15,0.446,1,2,Female,East,Sports,Mobile App,3,At-Risk / Occasional
CUST00404,26,27673.16,15,29.41,441.1,9,3,0.254,1,2,Male,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00405,30,116263.57,18,125.85,2265.38,1,54,0.16,0,5,Female,South,Electronics,Online,0,High-Value Loyalists
CUST00406,18,42031.62,21,18.82,395.2,7,7,0.778,0,3,Male,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00407,56,95251.44,21,182.48,3832.16,13,58,0.229,1,4,Female,East,Electronics,Online,0,High-Value Loyalists
CUST00408,55,45469.23,5,29.9,149.51,26,15,0.666,1,2,Male,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST00409,19,42577.11,19,31.2,592.85,6,10,0.329,2,4,Male,West,Beauty,Mobile App,1,Young Trend Seekers
CUST00410,37,47923.73,4,19.37,77.47,24,20,0.84,0,3,Female,South,Groceries,In-Store,2,Budget Shoppers
CUST00411,57,122645.73,20,145.82,2916.34,5,45,0.207,1,5,Female,North,Fashion,Online,0,High-Value Loyalists
CUST00412,26,44763.17,11,40.34,443.69,8,17,0.837,1,3,Male,West,Fashion,Mobile App,1,Young Trend Seekers
CUST00413,23,38817.47,20,42.54,850.83,3,3,0.447,2,3,Male,South,Fashion,Mobile App,1,Young Trend Seekers
CUST00414,35,66741.88,1,56.14,56.14,111,1,0.529,0,2,Male,West,Toys,Mobile App,3,At-Risk / Occasional
CUST00415,33,32395.61,1,10.0,10.0,30,43,0.301,0,2,Male,East,Sports,Online,3,At-Risk / Occasional
CUST00416,48,112683.91,15,204.12,3061.75,14,58,0.278,0,4,Male,North,Fashion,Mobile App,0,High-Value Loyalists
CUST00417,39,74130.98,22,197.25,4339.41,7,54,0.0,1,3,Male,South,Fashion,Online,0,High-Value Loyalists
CUST00418,25,139818.83,22,176.5,3883.11,2,68,0.245,3,4,Male,East,Electronics,Mobile App,0,High-Value Loyalists
CUST00419,18,73319.14,2,62.22,124.43,168,11,0.609,0,2,Female,Central,Groceries,Online,3,At-Risk / Occasional
CUST00420,18,60714.15,6,31.25,187.52,57,44,0.55,1,3,Female,West,Groceries,Online,1,Young Trend Seekers
CUST00421,18,53298.75,1,62.96,62.96,6,41,0.066,0,3,Male,North,Beauty,In-Store,3,At-Risk / Occasional
CUST00422,43,42667.91,2,19.61,39.23,282,47,0.446,0,3,Male,East,Books,Mobile App,3,At-Risk / Occasional
CUST00423,58,27955.16,2,30.09,60.17,39,37,0.926,1,3,Female,Central,Groceries,Online,2,Budget Shoppers
CUST00424,43,111180.14,26,77.05,2003.43,1,61,0.168,1,4,Male,East,Fashion,Online,0,High-Value Loyalists
CUST00425,34,40012.33,7,25.53,178.74,120,17,0.87,2,3,Female,Central,Groceries,Mobile App,2,Budget Shoppers
CUST00426,55,52356.64,2,69.33,138.66,5,1,0.692,0,2,Male,North,Books,Mobile App,2,Budget Shoppers
CUST00427,56,110695.09,23,181.94,4184.53,7,58,0.303,3,4,Female,West,Fashion,Mobile App,0,High-Value Loyalists
CUST00428,23,42485.38,8,32.24,257.94,6,15,0.35,2,3,Female,North,Beauty,Mobile App,1,Young Trend Seekers
CUST00429,70,84441.52,21,77.28,1622.89,2,30,0.266,1,4,Male,South,Electronics,In-Store,0,High-Value Loyalists
CUST00430,41,38037.52,2,25.13,50.25,52,34,0.727,0,4,Female,West,Groceries,In-Store,2,Budget Shoppers
CUST00431,45,36636.29,1,41.21,41.21,60,29,0.695,0,4,Female,North,Home & Garden,Online,2,Budget Shoppers
CUST00432,25,22420.87,5,29.62,148.12,167,25,0.447,0,3,Female,South,Fashion,In-Store,3,At-Risk / Occasional
CUST00433,31,26227.07,1,47.06,47.06,345,37,0.448,0,4,Female,East,Home & Garden,In-Store,3,At-Risk / Occasional
CUST00434,28,37069.66,5,23.04,115.2,18,21,0.766,0,2,Female,West,Groceries,Online,2,Budget Shoppers
CUST00435,45,51013.77,4,21.06,84.23,10,38,0.699,0,2,Female,South,Groceries,In-Store,2,Budget Shoppers
CUST00436,50,51274.59,5,18.09,90.47,83,38,0.312,0,3,Female,East,Electronics,Online,3,At-Risk / Occasional
CUST00437,40,40476.06,11,28.8,316.82,44,64,0.778,2,4,Female,West,Books,In-Store,2,Budget Shoppers
CUST00438,18,37453.98,19,43.89,833.94,19,10,0.28,2,3,Female,Central,Fashion,Online,1,Young Trend Seekers
CUST00439,44,55165.63,2,41.12,82.23,30,2,0.3,0,2,Female,East,Books,Online,3,At-Risk / Occasional
CUST00440,46,56457.61,8,23.71,189.69,46,53,0.722,1,3,Female,East,Groceries,Mobile App,2,Budget Shoppers
CUST00441,44,33181.21,5,33.87,169.33,14,19,0.86,0,2,Female,Central,Home & Garden,Online,2,Budget Shoppers
CUST00442,22,28579.88,17,8.0,136.0,2,14,0.541,2,5,Female,West,Fashion,In-Store,1,Young Trend Seekers
CUST00443,37,78977.81,28,192.0,5375.99,7,79,0.301,2,3,Female,South,Electronics,In-Store,0,High-Value Loyalists
CUST00444,54,107441.18,23,166.78,3835.92,2,82,0.293,1,4,Female,Central,Sports,Mobile App,0,High-Value Loyalists
CUST00445,24,39481.67,18,26.24,472.38,17,13,0.337,1,3,Female,West,Fashion,Online,1,Young Trend Seekers
CUST00446,26,32067.81,12,44.11,529.31,18,28,0.497,0,3,Male,East,Electronics,Online,1,Young Trend Seekers
